Gene,log2FoldChange,pvalue,padj
Dtx3l,1.816843353,6.32E-92,3.40E-90
Mok,1.816169048,1.65E-19,1.53E-18
Npr1,1.815365463,3.03E-07,1.27E-06
Grip1,1.815333452,3.33E-10,1.79E-09
Ccrl2,1.815317962,1.25E-05,4.40E-05
D630010B17Rik,1.811492217,2.93E-05,9.90E-05
Kbtbd6,1.807796641,1.78E-08,8.37E-08
Kcna3,1.805866769,5.05E-05,0.000165091
Cdk5r2,1.804341285,2.47E-05,8.39E-05
Tril,1.802885857,6.70E-37,1.18E-35
Gm2102,1.801950467,4.93E-05,0.000161374
Adamts19,1.799301328,4.99E-05,0.000163078
Gm5431,1.798974751,8.77E-07,3.51E-06
Gdf7,1.796877048,5.54E-06,2.03E-05
Cldn11,1.796688511,3.43E-05,0.000114871
Mal,1.796286232,4.69E-05,0.000154018
Zc3hav1,1.795612027,4.62E-173,7.01E-171
2810408I11Rik,1.794945497,5.59E-15,4.11E-14
Slfn2,1.790661036,3.56E-60,1.12E-58
Mapt,1.790529652,2.16E-05,7.42E-05
Hunk,1.79029791,5.08E-26,6.24E-25
Gabra2,1.789598344,4.38E-05,0.000144426
Wdhd1,1.789222,3.41E-92,1.84E-90
Calb2,1.787396535,5.28E-05,0.000172111
Ifi27l2b,1.785421497,8.73E-08,3.85E-07
Npy2r,1.783856435,5.34E-05,0.000173931
Sphkap,1.782639301,1.36E-06,5.34E-06
1700088E04Rik,1.780025832,8.46E-07,3.39E-06
Abca12,1.779699886,4.54E-05,0.000149236
Slc35g1,1.778579762,1.90E-42,3.98E-41
Celsr1,1.775036038,3.85E-09,1.91E-08
Car4,1.773877554,5.98E-05,0.000193262
Rpgr,1.77195837,8.77E-32,1.31E-30
Gm266,1.770379674,7.11E-05,0.000227503
Recql4,1.770161815,7.50E-34,1.21E-32
Lmln,1.769371379,3.02E-47,7.22E-46
Nags,1.768377897,6.32E-05,0.000203345
Lhx5,1.765283595,6.41E-05,0.00020608
Hcn4,1.764681567,1.72E-05,5.97E-05
Efcab1,1.764144865,3.37E-08,1.54E-07
Pcdh8,1.758311633,7.83E-05,0.000249413
Alms1,1.757713574,6.90E-44,1.50E-42
Gm11772,1.7553823,1.33E-05,4.67E-05
Chrna4,1.754869664,8.20E-05,0.000260595
Tex16,1.751349751,6.78E-05,0.00021736
Slc5a8,1.748950161,6.32E-06,2.31E-05
Itgb7,1.748920761,3.34E-06,1.25E-05
Casc1,1.747837135,3.18E-08,1.46E-07
Col24a1,1.745489888,2.77E-36,4.78E-35
Ccnf,1.744422251,1.07E-116,8.07E-115
Spint1,1.742996223,7.24E-05,0.00023142
Duox2,1.742472943,8.94E-05,0.000282267
Scn7a,1.740637552,2.17E-17,1.82E-16
Ptger2,1.740630351,5.15E-06,1.90E-05
Lad1,1.740523641,7.25E-05,0.000231567
Gpr83,1.740380611,7.90E-05,0.000251308
Has2,1.740324751,2.66E-78,1.19E-76
Map6d1,1.739600324,4.44E-07,1.82E-06
Wdr38,1.737399714,9.44E-05,0.000296656
Cd274,1.73738461,1.22E-12,7.82E-12
Rgs9,1.736332106,1.01E-07,4.44E-07
Gpr37,1.733354783,9.70E-05,0.000304652
Neurod1,1.732090839,8.59E-05,0.000271889
Tmc3,1.731687877,4.29E-05,0.000141415
Magel2,1.731419539,8.70E-05,0.000275286
Piwil4,1.729813522,0.000103946,0.00032509
Isl1,1.728541436,2.38E-05,8.11E-05
E230016K23Rik,1.728148142,4.10E-07,1.69E-06
Tmem88,1.727480068,2.09E-15,1.58E-14
Rln1,1.723668444,0.000110021,0.00034292
Lrguk,1.722306357,1.37E-09,7.03E-09
Serpinb5,1.721864814,4.00E-05,0.000132751
Armc2,1.721081747,9.32E-09,4.49E-08
Kcnk1,1.720786071,3.08E-14,2.18E-13
Lcn2,1.714952254,6.01E-05,0.000194306
Gbp8,1.714875234,0.000114517,0.000355551
Ifi35,1.713946807,1.00E-110,7.11E-109
Slc30a10,1.713595865,0.000101089,0.000316666
Wnk2,1.712264213,1.08E-05,3.82E-05
Neto2,1.710714541,2.18E-77,9.52E-76
Rem2,1.709071872,0.000121537,0.000376072
Aldh1a2,1.708466099,6.99E-19,6.31E-18
Gm12059,1.703224165,1.43E-06,5.57E-06
Ulk4,1.701543795,6.84E-28,8.96E-27
Parp9,1.700792207,5.68E-119,4.50E-117
Upp1,1.700586822,0.000126111,0.00038935
Cracdl,1.699934961,3.01E-05,0.000101417
Arfgef3,1.698631248,1.25E-08,5.94E-08
Ddx43,1.6983879,2.24E-05,7.66E-05
Dmrt2,1.698374074,9.61E-17,7.80E-16
Ihh,1.695448029,0.000141986,0.000435291
Cdkn1c,1.69528949,6.03E-151,7.12E-149
Wdr66,1.695002259,3.88E-12,2.41E-11
Trim34b,1.6946627,1.54E-23,1.71E-22
Mamdc2,1.69388837,2.77E-78,1.23E-76
H2-T10,1.692764758,6.72E-36,1.15E-34
Itprip,1.689606626,7.02E-199,1.30E-196
Ppp2r2b,1.686436113,2.31E-05,7.88E-05
H2-T-ps,1.686256825,9.12E-12,5.53E-11
Lrrc46,1.684427872,3.22E-08,1.48E-07
Dbpht2,1.681548892,0.000130127,0.000400849
Lrrc10b,1.680295779,1.59E-08,7.48E-08
Cfap46,1.679176663,1.48E-06,5.78E-06
Cdk1,1.677897513,1.37E-220,3.18E-218
Ifit2,1.677841823,5.09E-81,2.35E-79
Cntn4,1.677314407,0.000114157,0.000354491
Pih1d2,1.675523811,1.55E-16,1.24E-15
Phlda2,1.673400396,0.000171097,0.000520315
Adgrb2,1.67179978,1.58E-32,2.44E-31
Slit1,1.670559491,1.44E-09,7.39E-09
Lrat,1.670380421,0.000178176,0.000540819
Flrt1,1.670254217,2.86E-37,5.09E-36
Slc35f2,1.668559958,3.71E-05,0.000123634
Tcim,1.665925873,3.66E-26,4.52E-25
Mcm3,1.665686433,7.52E-236,2.13E-233
Dnaic2,1.665526809,5.11E-13,3.37E-12
Pip5k1b,1.665257724,9.40E-05,0.000295718
1700003E16Rik,1.664465792,5.89E-20,5.58E-19
Gm38794,1.659518209,3.96E-05,0.000131525
Kcnh4,1.65485418,0.000134757,0.000414184
Fam161b,1.6538735,2.84E-14,2.01E-13
Rad51ap1,1.653082037,2.40E-46,5.57E-45
Nectin4,1.649889624,1.38E-06,5.41E-06
Apof,1.649634962,0.000201996,0.00060842
Fzd10,1.648292278,8.97E-05,0.000282828
Trim6,1.64707875,2.94E-10,1.59E-09
H2-M3,1.646101349,9.47E-23,1.02E-21
F2rl1,1.644768992,5.51E-15,4.06E-14
Ifi209,1.643676226,0.000179444,0.000544325
Abcc9,1.641511742,1.48E-11,8.83E-11
Gm2788,1.638268246,0.000110148,0.000343259
Ngef,1.63811402,1.02E-05,3.62E-05
Dnaaf2,1.637771663,1.01E-66,3.74E-65
Nudt11,1.63720766,2.69E-06,1.02E-05
Tbc1d8,1.636133235,1.58E-16,1.26E-15
Cacng8,1.634205081,6.26E-05,0.000201867
Ism2,1.633818024,4.60E-10,2.45E-09
Lama1,1.633349327,3.03E-49,7.56E-48
Rorb,1.632304271,0.000204201,0.000614583
D130043K22Rik,1.631614794,0.000149907,0.000458263
Elovl2,1.630766984,0.000127527,0.000393533
Pola2,1.630754899,6.88E-117,5.26E-115
Vgll2,1.629642985,0.000253445,0.000751631
Trim63,1.62784192,2.19E-05,7.51E-05
Shroom2,1.625706894,3.18E-33,5.02E-32
Erp27,1.62398358,8.69E-05,0.000274879
Vwde,1.623115126,0.000212422,0.000637134
Gm52568,1.622758083,2.22E-05,7.62E-05
Sdf2l1,1.622693895,3.39E-86,1.72E-84
Gbp2b,1.622488798,0.000241262,0.000717489
Tfap2c,1.622366318,0.000215353,0.000645321
Ly6c1,1.622092209,7.11E-62,2.33E-60
Cyyr1,1.621467253,4.82E-06,1.78E-05
Ramp3,1.62082503,2.75E-08,1.27E-07
Gfpt2,1.620551211,3.58E-60,1.13E-58
Sv2a,1.619663041,1.22E-08,5.81E-08
Ly6e,1.619079813,1.02E-161,1.38E-159
Ifi27l2a,1.617660832,3.17E-26,3.92E-25
Trpa1,1.6176048,0.000223478,0.000667696
Spef1l,1.617511527,0.000245164,0.000728531
Lbx1,1.61697941,0.000224638,0.000670953
Iqgap2,1.616067673,9.50E-63,3.18E-61
Fam189a2,1.614331539,3.39E-06,1.27E-05
Dydc2,1.613645708,6.70E-05,0.000215134
Tfr2,1.611856321,6.32E-08,2.83E-07
Fkbp5,1.611473165,3.74E-108,2.56E-106
Adora2a,1.607577294,0.000142692,0.000437319
Kif18b,1.605558901,2.49E-73,1.02E-71
Hrob,1.605373279,2.73E-25,3.26E-24
Grin2c,1.605316316,0.000286368,0.000841881
Cetn4,1.604242212,3.62E-11,2.09E-10
Pcgf5,1.602163464,1.45E-42,3.05E-41
Morn5,1.600811352,2.21E-05,7.57E-05
Islr2,1.599729718,5.14E-05,0.000167816
Syt4,1.599143052,8.31E-05,0.000263694
Arhgef16,1.59625914,0.000125088,0.000386378
Exph5,1.595184223,0.000327936,0.000956347
Sox7,1.592595427,8.25E-05,0.000261938
Khdrbs2,1.592304247,3.03E-05,0.000101957
Pola1,1.592022966,5.79E-101,3.55E-99
Sult4a1,1.590336815,5.08E-13,3.35E-12
LOC118568116,1.590104384,0.000327022,0.000953827
Tacr1,1.588356682,6.25E-05,0.000201337
Spta1,1.586131313,3.94E-07,1.63E-06
Nfe2l3,1.582234655,1.24E-05,4.38E-05
Kcnj8,1.580804885,1.78E-08,8.36E-08
Sytl5,1.580609289,3.07E-14,2.17E-13
Chaf1a,1.579474725,8.32E-105,5.41E-103
Usp29,1.577499537,1.51E-07,6.50E-07
Syt9,1.575049638,0.000266354,0.000787733
Bnc1,1.573896554,7.76E-13,5.05E-12
Cdh5,1.571616245,0.00041555,0.001196096
Ltk,1.568942458,0.0004311,0.001237342
Jade3,1.568000295,1.35E-67,5.06E-66
Olfr78,1.567370304,0.000109199,0.000340578
Pnliprp2,1.565519599,0.000298972,0.000876793
Asb5,1.565264184,2.10E-05,7.21E-05
Slc6a4,1.562122242,0.000419254,0.001204955
Mcm10,1.560995962,5.65E-42,1.17E-40
Fignl1,1.559948297,1.09E-64,3.80E-63
Dhh,1.559834943,6.33E-05,0.000203757
Epsti1,1.559556743,1.69E-07,7.27E-07
Cp,1.557397842,1.26E-50,3.25E-49
Piga,1.557058205,1.41E-49,3.55E-48
Abcg1,1.556347211,2.29E-12,1.45E-11
Ankrd66,1.553425515,0.000366837,0.001062873
Pllp,1.553231857,0.00033227,0.000968545
Gm49974,1.551517368,0.000453065,0.001295365
9930111J21Rik1,1.550275833,9.12E-06,3.27E-05
Fanci,1.550208777,6.21E-29,8.43E-28
Rhox5,1.549638623,0.00035839,0.00104012
Trim34a,1.548120509,1.46E-12,9.31E-12
Gm46162,1.547557411,2.56E-06,9.75E-06
Ankrd34b,1.54535873,0.000471736,0.00134376
Usp49,1.542307852,2.25E-14,1.60E-13
Pxylp1,1.540712764,4.73E-63,1.59E-61
Slc9a2,1.540616757,0.000501397,0.001421524
Cdk15,1.538792534,7.63E-07,3.07E-06
Raet1d,1.538722939,8.18E-18,6.96E-17
Gm52877,1.538075868,0.00053267,0.001502006
Mitd1,1.537740979,1.34E-63,4.57E-62
2810459M11Rik,1.537639682,0.000416017,0.001197262
Gm26637,1.535931419,1.67E-06,6.48E-06
Rph3al,1.534590943,2.12E-05,7.28E-05
Adamts20,1.532615537,2.48E-07,1.05E-06
Rims2,1.52894995,3.43E-06,1.29E-05
Slbp,1.528232115,7.72E-105,5.04E-103
Cntnap4,1.527873437,0.00044192,0.001265379
Ckmt1,1.527284874,2.40E-05,8.18E-05
Six3,1.525555268,0.000454107,0.001297808
Elapor1,1.525358298,0.000618819,0.001729227
Foxa2,1.523709756,0.000230059,0.000686187
Cyp46a1,1.523207257,7.32E-13,4.78E-12
Des,1.523112566,9.12E-28,1.19E-26
Sh2b2,1.522644124,6.64E-16,5.13E-15
Wnt1,1.522511748,0.000568029,0.001594471
Phyhipl,1.522282275,0.000618286,0.00172799
Oas1c,1.521434622,5.54E-15,4.08E-14
Ercc6l,1.520772491,5.53E-47,1.31E-45
Pde11a,1.520433332,0.000511975,0.001449592
Doc2b,1.518183142,1.46E-21,1.49E-20
Tceal5,1.517899747,0.000513536,0.001453586
Misp3,1.516926679,0.000588075,0.001648384
Ntrk2,1.515037689,7.46E-14,5.16E-13
Klhl4,1.514711512,0.000677488,0.001879535
Cnr1,1.514178295,1.21E-09,6.24E-09
Mgam,1.513922846,2.42E-05,8.25E-05
Slc2a4,1.512897487,1.32E-06,5.20E-06
A730049H05Rik,1.511347281,0.000419961,0.001206629
Zic3,1.511079594,4.71E-05,0.000154475
Map3k19,1.510794578,2.74E-05,9.26E-05
Rbm24,1.510223759,0.000405444,0.001168579
H2-T24,1.509661188,4.28E-11,2.47E-10
Dhrs13,1.509523371,4.04E-39,7.64E-38
Rragd,1.509209169,1.05E-61,3.43E-60
Hoxc13,1.506733016,3.28E-10,1.77E-09
Ccl2,1.506067968,5.31E-59,1.62E-57
Cfb,1.505647938,3.08E-22,3.23E-21
Gm11827,1.503670639,0.000650929,0.001812118
Chrna7,1.502125133,1.79E-08,8.39E-08
Tmem54,1.501538294,0.000536359,0.001511079
Elavl2,1.499877904,5.68E-07,2.31E-06
Egflam,1.498886156,7.14E-07,2.88E-06
Pkp3,1.498486836,4.66E-05,0.000153213
Gfra1,1.497855593,6.31E-83,3.01E-81
Xdh,1.497758282,2.98E-26,3.70E-25
Lin28b,1.497354705,0.000685987,0.00190065
Nexmif,1.494120755,1.22E-15,9.34E-15
1700028P14Rik,1.492752652,0.000570579,0.001600695
Raet1e,1.492425726,1.98E-15,1.50E-14
Axdnd1,1.490326948,0.000112169,0.000349217
Cfap161,1.490040101,0.000503697,0.001427835
Casp3,1.489134784,4.43E-151,5.26E-149
Krt8,1.488656418,0.000816708,0.0022355
Tmprss2,1.488306213,0.000600183,0.001679832
1700003F12Rik,1.488068294,0.000416993,0.001199173
Tdrd5,1.486776734,0.000813024,0.002226049
P3h2,1.484754633,2.11E-34,3.45E-33
Lrrc74b,1.483595799,0.000752203,0.002071301
Scn9a,1.483356645,0.000692483,0.001916718
Bdkrb2,1.48248323,1.39E-06,5.42E-06
Lgals9,1.482273737,8.17E-103,5.14E-101
Ccdc18,1.478435958,9.09E-20,8.53E-19
Col6a5,1.47783826,0.000132378,0.000407395
Vwc2,1.475988203,0.000927314,0.002515017
Casp4,1.475501793,1.32E-16,1.06E-15
Prdm1,1.47532534,6.87E-06,2.50E-05
Samd9l,1.475286665,1.46E-107,9.80E-106
Il18bp,1.473803119,6.79E-12,4.15E-11
Gsdmd,1.473770686,3.85E-33,6.05E-32
Gm807,1.472919394,0.000823039,0.002251549
Spa17,1.472238952,3.79E-10,2.03E-09
Prob1,1.470397517,2.74E-10,1.49E-09
Kcnj15,1.469920269,2.43E-97,1.40E-95
Polq,1.46832684,2.34E-30,3.33E-29
Apol7a,1.466998742,6.38E-07,2.59E-06
Ttc39aos1,1.466894044,1.08E-06,4.27E-06
Nsd2,1.466105946,1.34E-147,1.54E-145
Adamdec1,1.465018234,0.001008486,0.002720227
Gm5532,1.463744237,0.000521467,0.001474083
Pfkfb1,1.46242624,8.18E-12,4.98E-11
Ksr1,1.46223142,3.01E-35,5.04E-34
Axin2,1.461783836,9.68E-19,8.65E-18
Rrm1,1.461774527,1.00E-298,4.38E-296
LOC102632541,1.46137561,1.12E-05,3.97E-05
Tacstd2,1.46108324,0.000911998,0.00247522
Ltb4r2,1.460724197,8.84E-05,0.000279263
Ddias,1.460384136,7.00E-88,3.58E-86
Fam43b,1.459847307,0.000910468,0.002471765
Fmn2,1.458997891,0.000245757,0.000729955
F11r,1.455819261,2.13E-35,3.60E-34
Cass4,1.455484266,1.56E-06,6.06E-06
Nek2,1.455358198,8.81E-50,2.23E-48
Tlr3,1.454429753,2.81E-36,4.86E-35
Kcna6,1.453945144,5.74E-07,2.33E-06
Mgst2,1.45257766,0.000244556,0.000727061
Gzma,1.451200167,0.000770782,0.002118904
Scn4b,1.451022863,0.000772706,0.002123811
Gata4,1.447994834,9.41E-05,0.000295824
Tmem144,1.447598335,4.69E-24,5.33E-23
Trip13,1.443877841,1.19E-37,2.13E-36
Cldn23,1.44309278,0.001160168,0.003098985
Prima1,1.442178783,0.001067611,0.00286646
Ccl11,1.441095753,2.65E-06,1.01E-05
A530020G20Rik,1.439623634,5.96E-05,0.000192908
Ccdc150,1.43862007,0.001221968,0.003250088
Pml,1.436610108,2.05E-111,1.47E-109
Nmi,1.435065843,9.97E-27,1.26E-25
Serpinb9b,1.433170765,8.39E-26,1.02E-24
Rassf10,1.431892751,0.001175135,0.003135051
Filip1,1.431735789,0.000150945,0.000461217
Fbxo43,1.431550032,0.001136517,0.003041293
Ifitm3,1.430649931,7.76E-174,1.20E-171
Zic1,1.430222683,1.26E-29,1.75E-28
Ggt5,1.430107605,1.11E-27,1.44E-26
Gm11496,1.429425653,0.001216986,0.003237732
Prss22,1.429065953,0.001156532,0.003090557
1700007K13Rik,1.427535429,7.64E-24,8.59E-23
Frem2,1.427218586,4.62E-07,1.89E-06
Liph,1.427084748,0.001356628,0.003586943
Rad51,1.426349124,1.09E-50,2.82E-49
Nova1,1.424999535,5.78E-18,4.95E-17
Lin9,1.42206589,1.43E-32,2.21E-31
Ch25h,1.421484371,5.62E-29,7.64E-28
Fibcd1,1.419997266,0.000890729,0.002422481
Svop,1.419979765,1.94E-16,1.54E-15
Cyp24a1,1.419772175,0.000973018,0.002630453
Ccl8,1.419390904,0.000109974,0.000342852
Poln,1.419339623,0.000407386,0.001173825
Baz1a,1.418654447,6.65E-66,2.40E-64
Cenpi,1.416862247,6.29E-35,1.04E-33
LOC118568331,1.416146096,0.001422774,0.003743847
Pitx2,1.415353888,9.30E-16,7.15E-15
Cav2,1.415072052,2.15E-117,1.67E-115
Nrg2,1.41500631,0.000176873,0.000537288
Tmem107,1.414335659,1.68E-26,2.11E-25
S100g,1.41410533,0.001419973,0.003737495
Prkar2b,1.413950039,6.32E-98,3.68E-96
Tcfl5,1.41369816,1.23E-39,2.37E-38
Cfap97d2,1.413659387,0.00102521,0.002761084
2010204K13Rik,1.411627147,5.71E-06,2.09E-05
Tex15,1.410811653,2.78E-41,5.59E-40
Syt7,1.410248918,0.000176934,0.000537388
Kif20b,1.41019621,1.54E-72,6.26E-71
C130074G19Rik,1.408106492,1.02E-07,4.49E-07
1700009N14Rik,1.407836864,0.001014786,0.00273454
Nkd2,1.40767219,9.08E-40,1.76E-38
Cpne5,1.406653788,0.001446286,0.003800004
Gem,1.40651763,3.04E-43,6.53E-42
Rorc,1.406472354,0.001560135,0.004074674
Lamc2,1.406271563,5.45E-16,4.24E-15
Megf10,1.405567001,1.25E-30,1.79E-29
Ptgs1,1.404522955,1.06E-36,1.85E-35
Boll,1.404014751,7.81E-07,3.14E-06
Slc7a3,1.403236998,4.08E-42,8.46E-41
Wdr31,1.401832902,5.51E-10,2.93E-09
Nup210,1.400686625,0.0007039,0.00194692
Cenpe,1.399349432,9.50E-80,4.31E-78
Capsl,1.398617327,0.001377117,0.003634133
Pclaf,1.396279868,3.81E-53,1.03E-51
Ephb1,1.395876175,0.001688441,0.004380943
Tmem236,1.395688181,0.001637572,0.00425729
Dnah5,1.395436212,0.001159332,0.00309718
Eif2ak2,1.39417945,1.09E-126,9.60E-125
Asb4,1.39410496,1.75E-08,8.21E-08
Kbtbd8,1.392667031,7.73E-08,3.43E-07
Chaf1b,1.391507615,8.07E-60,2.53E-58
Grm4,1.391442586,0.000656964,0.001827116
8030451A03Rik,1.390835538,0.000639921,0.001785087
Ccdc160,1.390510914,0.000777831,0.002136376
Tbc1d31,1.390032079,1.38E-105,9.08E-104
Gm41396,1.389960261,0.000377973,0.001093657
Brca1,1.387409168,1.07E-46,2.51E-45
Fgfbp3,1.386767184,1.37E-14,9.87E-14
Gm7361,1.386167941,0.001807701,0.004664324
Aunip,1.3857847,1.53E-08,7.21E-08
Etv4,1.38560134,1.14E-32,1.77E-31
Blm,1.385022293,1.02E-41,2.09E-40
Colgalt2,1.384839107,0.001288553,0.003416805
Tnfsf11,1.38412331,1.64E-10,9.06E-10
2210409E12Rik,1.383297105,0.001254329,0.00333047
LOC118567987,1.382565616,0.0007677,0.002110956
Tlcd3b,1.381053088,0.001250051,0.003320194
Tfec,1.380777045,0.000528919,0.001492522
Aurka,1.379394974,3.54E-69,1.37E-67
H1f1,1.374354931,0.002030782,0.005189178
Apol8,1.374327442,0.000224931,0.000671723
Dact2,1.373943373,0.000302682,0.000887134
Hdx,1.372007067,3.11E-08,1.43E-07
Gad1,1.371482963,0.001371296,0.003621749
Paqr9,1.370925749,0.001376633,0.003633354
Clstn3,1.368157425,0.002027289,0.005180938
Mcm8,1.367918751,1.05E-27,1.36E-26
Dlx3,1.367778421,0.001367458,0.003613593
Hook1,1.367300785,4.66E-09,2.30E-08
Paqr5,1.366719558,0.00202305,0.005171478
Lrp8,1.366506978,1.43E-56,4.12E-55
Kit,1.365467949,0.001228042,0.003264889
Cdh22,1.365226429,0.001811673,0.004673322
Rbl1,1.363860077,2.09E-63,7.10E-62
Mapk4,1.3632247,0.000525852,0.00148539
Als2,1.362644704,6.11E-84,2.94E-82
Gm6729,1.36217705,0.001843814,0.004748599
Cdk5r1,1.362072686,1.25E-09,6.45E-09
Gins2,1.36170678,2.38E-52,6.31E-51
Arhgef37,1.361230776,0.000233802,0.00069692
Sass6,1.358457851,5.12E-30,7.17E-29
Col4a4,1.357325944,0.000101962,0.0003193
Sptb,1.35615873,0.000337658,0.000983954
Nwd1,1.355605596,0.000867111,0.002363387
Dbf4,1.355219404,1.51E-95,8.47E-94
Crct1,1.353999903,0.002380406,0.006017094
Dlgap5,1.353104601,5.93E-58,1.77E-56
4930565N06Rik,1.353004246,0.000216436,0.000648165
Rundc3b,1.351817234,0.000359568,0.001043225
Scrib,1.350196533,6.07E-146,6.76E-144
Eme1,1.349911202,1.90E-16,1.51E-15
Gm32940,1.349382068,0.001435372,0.003773948
Mmp17,1.34850397,1.31E-25,1.59E-24
Slc24a2,1.347971663,0.000163995,0.000499427
Igf2os,1.347556057,1.01E-12,6.51E-12
Cited4,1.347206645,0.002503412,0.006303204
LOC118567969,1.346105243,0.002332844,0.005903842
Cit,1.346083155,2.73E-32,4.17E-31
Nmb,1.345070601,0.000261596,0.000774373
Gm33318,1.344104679,2.57E-06,9.79E-06
Tafa4,1.344068904,0.001637835,0.004257399
Esrrb,1.342133875,0.002567507,0.006449409
Lck,1.335821361,2.51E-06,9.57E-06
Npffr1,1.335151178,0.002526171,0.006356353
Rims1,1.334756404,0.000139543,0.000428484
Gm40158,1.33359506,0.00270543,0.006764981
Ribc2,1.333140719,0.000908013,0.002465452
Spink2,1.332110444,0.000726573,0.002005313
Hectd2,1.330666006,1.07E-19,1.01E-18
Cabp1,1.32858371,2.35E-06,9.00E-06
Miat,1.328049575,0.00284484,0.007086893
Tbx1,1.327580198,6.20E-07,2.52E-06
Timeless,1.327551057,9.06E-49,2.24E-47
Klhl40,1.325391509,0.000683471,0.00189477
Agbl2,1.324884563,8.96E-15,6.51E-14
Ace,1.324303755,1.77E-10,9.75E-10
Car2,1.322558038,5.55E-05,0.000180411
Map3k21,1.322025283,0.001763352,0.004560891
Unc45b,1.320973272,0.002961097,0.007351782
Cep128,1.320955987,5.17E-38,9.43E-37
Tecta,1.320866928,0.001395659,0.003679031
Trim21,1.320655984,7.92E-35,1.31E-33
Bdh1,1.318805543,8.91E-10,4.64E-09
Ripk3,1.318078133,7.46E-95,4.15E-93
B3gnt5,1.317590668,8.21E-19,7.37E-18
Cenph,1.317540846,1.98E-23,2.19E-22
Mir17hg,1.316859656,2.06E-06,7.93E-06
Zfp819,1.316726605,0.002862998,0.007127518
Slc35d3,1.316638587,0.001588457,0.00414527
B230311B06Rik,1.316491761,0.001614416,0.004205605
Gnai1,1.314953595,3.57E-47,8.52E-46
Utp14b,1.314637928,3.33E-15,2.49E-14
Gm33153,1.31368726,0.001900227,0.004881481
Pde8b,1.313443078,1.47E-30,2.10E-29
Cbln1,1.31302323,0.002168272,0.005514891
Sigirr,1.312794966,0.003217886,0.007938167
Shfl,1.312671038,1.79E-22,1.90E-21
Adgrf5,1.312088612,1.02E-09,5.28E-09
Gm35236,1.311764611,0.002007168,0.005133606
Ak8,1.311554381,0.00257286,0.006461169
A430057M04Rik,1.311025493,0.00191914,0.004926125
Gm39178,1.310778656,0.000626215,0.001748625
Prr32,1.310550278,3.38E-06,1.27E-05
Tal2,1.310319331,0.003235805,0.007977289
Dxo,1.310271755,1.50E-49,3.76E-48
LOC118568604,1.310243968,0.003125576,0.007722317
Perm1,1.308723774,4.57E-07,1.87E-06
Otud4,1.307322824,5.74E-96,3.23E-94
Mstn,1.307268766,0.001264005,0.003353559
Ddx58,1.305956551,2.82E-100,1.69E-98
Rad54l,1.30553994,8.22E-18,6.99E-17
Cxadr,1.305459537,6.77E-32,1.02E-30
Ubxn11,1.304451444,2.23E-14,1.59E-13
Cdh4,1.303590698,1.29E-08,6.15E-08
Smim24,1.302719546,0.002991491,0.007421503
Haspin,1.30231699,2.83E-19,2.60E-18
Itpk1,1.301260444,3.82E-28,5.09E-27
Adar,1.301221529,5.48E-126,4.80E-124
Rad54b,1.299944572,2.99E-15,2.24E-14
Plk3,1.299774617,2.56E-38,4.72E-37
Nfasc,1.299420736,0.000122666,0.000379081
Elapor2,1.299167,7.24E-10,3.80E-09
Fgf21,1.298216513,3.11E-07,1.30E-06
Rrm2,1.298112171,4.76E-116,3.57E-114
Gm9936,1.295332029,0.003173003,0.007833464
Zcchc3,1.293697613,7.83E-44,1.70E-42
Ccdc184,1.293439506,0.002792519,0.006965565
Pgr,1.293154642,3.79E-05,0.000126147
Gm41553,1.29294604,6.47E-11,3.69E-10
Pou3f3,1.292701439,2.73E-12,1.72E-11
Gvin-ps1,1.292464424,0.003453712,0.008481896
Cxcr6,1.292275538,0.001165221,0.003110755
Matn3,1.291808018,1.19E-16,9.61E-16
Cdh8,1.291030447,7.52E-09,3.65E-08
Gtse1,1.289254877,4.52E-111,3.22E-109
Trim14,1.288380071,4.16E-08,1.89E-07
Cth,1.287766,3.80E-42,7.89E-41
Stc1,1.286612343,9.60E-27,1.21E-25
Aldh1l1,1.286318892,4.58E-26,5.64E-25
Nrgn,1.286223535,0.003503592,0.008595628
Mcm2,1.286171698,1.15E-139,1.19E-137
2900092D14Rik,1.285679912,0.00116775,0.003116643
Tmem196,1.285219216,0.00071095,0.001965292
Mov10,1.284193695,1.04E-67,3.92E-66
Zgrf1,1.283496327,1.80E-23,1.99E-22
Cnga3,1.283149793,0.003615273,0.008850457
Adcyap1,1.28304303,0.000848627,0.002316942
Fam155a,1.282966925,0.00387182,0.009422211
Serpina3g,1.282838833,1.21E-39,2.34E-38
Rhcg,1.282667513,0.002408674,0.006084556
Dusp4,1.281382414,6.99E-22,7.23E-21
Unc5a,1.27967432,1.67E-07,7.18E-07
AI182371,1.279668352,0.000390128,0.001126458
Nsl1,1.279386608,1.64E-21,1.66E-20
Cutal,1.279034497,0.003042245,0.007534798
Ncaph,1.277808955,1.18E-61,3.84E-60
Nnmt,1.277117722,3.67E-15,2.73E-14
Podxl,1.27634901,0.001539078,0.004023496
Acsl4,1.275716802,2.44E-76,1.04E-74
Nphp4,1.274838971,2.23E-20,2.14E-19
Tmprss11f,1.274586053,0.002589904,0.006499734
Gm41934,1.273185534,0.000483626,0.001375189
Cxcl11,1.273182249,0.002609477,0.006542889
Zic4,1.272843671,1.13E-05,3.99E-05
Lrrc55,1.272531932,0.003292672,0.008105006
Gm30767,1.2724273,0.002365198,0.005982579
